"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
714.63,0.2,149.38,565.26,1,0
1078.28,0.8,317.38,760.9,4,1
605.99,0.0,148.81,457.18,0,1
1560.43,1.0,683.89,876.54,5,0
578.53,0.0,121.35,457.18,0,0
952.1,0.8,160.95,791.15,4,1
521.03,0.0,86.54,434.49,0,0
934.75,0.6,244.11,690.64,3,0
1228.87,1.2,274.51,954.36,6,1
682.13,0.2,132.0,550.13,1,1
561.65,0.2,87.16,474.49,1,0
818.46,0.4,175.38,643.08,2,0
639.52,0.2,127.22,512.31,1,0
1282.98,0.8,476.7,806.28,4,1
539.95,0.0,105.46,434.49,0,0
760.47,0.4,200.59,559.87,2,1
614.73,0.2,79.73,535.0,1,0
658.37,0.2,115.81,542.56,1,1
448.5,0.0,36.7,411.79,0,1
1183.53,1.0,299.43,884.1,5,0
993.78,0.6,250.19,743.59,3,0
685.2,0.4,79.95,605.26,2,1
663.74,0.2,159.0,504.74,1,0
960.06,0.6,246.73,713.33,3,1
1278.77,0.6,573.0,705.77,3,1
969.79,0.8,208.89,760.9,4,0
518.11,0.0,83.62,434.49,0,0
845.23,0.2,287.54,557.69,1,0
915.42,0.8,169.65,745.77,4,0
755.64,0.4,97.43,658.21,2,0
448.61,0.0,36.81,411.79,0,0
710.72,0.4,113.03,597.69,2,0
688.35,0.4,60.41,627.95,2,1
946.21,0.6,263.14,683.08,3,0
681.6,0.2,154.16,527.44,1,0
612.51,0.2,77.51,535.0,1,0
786.26,0.4,188.57,597.69,2,0
895.59,0.6,144.43,751.15,3,0
829.07,0.2,331.89,497.18,1,0
486.93,0.0,75.14,411.79,0,0
677.56,0.4,87.43,590.13,2,1
936.86,0.6,193.27,743.59,3,0
1193.6,0.8,432.7,760.9,4,0
963.08,0.6,280.0,683.08,3,0
1121.49,0.8,345.46,776.03,4,0
927.15,0.6,221.38,705.77,3,0
977.86,0.6,294.78,683.08,3,0
978.12,0.6,279.92,698.21,3,0
725.65,0.2,183.08,542.56,1,0
808.93,0.2,243.68,565.26,1,0
818.92,0.4,183.41,635.51,2,0
821.76,0.6,161.38,660.38,3,1
647.91,0.4,50.22,597.69,2,0
1503.51,1.0,687.49,816.03,5,1
827.93,0.4,215.11,612.82,2,1
889.17,0.4,268.78,620.38,2,0
821.28,0.6,168.46,652.82,3,0
942.18,0.8,203.97,738.21,4,0
1524.63,0.8,710.78,813.85,4,0
1057.36,0.6,336.46,720.9,3,0
1016.86,0.4,373.78,643.08,2,0
1191.79,0.8,430.89,760.9,4,1
805.14,0.6,144.76,660.38,3,1
1104.02,0.8,320.43,783.59,4,0
1580.8,0.8,789.65,791.15,4,1
1133.11,1.0,264.14,868.97,5,0
589.77,0.0,117.46,472.31,0,0
486.9,0.0,67.54,419.36,0,0
797.83,0.6,114.76,683.08,3,0
1319.08,0.8,482.54,836.54,4,1
1507.49,0.6,771.46,736.03,3,0
682.91,0.2,132.78,550.13,1,0
1166.56,0.6,475.92,690.64,3,1
973.57,0.6,237.54,736.03,3,0
690.54,0.2,147.97,542.56,1,0
742.0,0.4,98.92,643.08,2,0
887.19,0.4,259.24,627.95,2,1
578.54,0.0,144.05,434.49,0,0
825.69,0.4,167.49,658.21,2,1
825.02,0.6,141.95,683.08,3,1
1148.29,0.8,357.14,791.15,4,1
718.71,0.4,98.32,620.38,2,0
760.29,0.6,77.22,683.08,3,0
943.44,0.4,323.05,620.38,2,0
578.95,0.0,144.46,434.49,0,0
1286.86,1.0,470.84,816.03,5,0
1330.25,1.0,476.41,853.85,5,1
697.59,0.2,147.46,550.13,1,0
756.83,0.4,174.27,582.56,2,1
667.09,0.4,61.84,605.26,2,1
707.63,0.4,102.38,605.26,2,0
908.42,0.4,250.22,658.21,2,0
938.71,0.6,278.32,660.38,3,0
1196.75,0.8,405.59,791.15,4,0
627.43,0.2,92.43,535.0,1,0
445.74,0.0,41.51,404.23,0,0
734.39,0.4,129.14,605.26,2,0
731.25,0.4,163.81,567.44,2,1
829.43,0.6,146.35,683.08,3,0
763.56,0.2,273.95,489.62,1,0
574.91,0.0,110.16,464.74,0,0
1020.52,0.8,206.68,813.85,4,1
790.08,0.4,154.57,635.51,2,0
909.42,0.8,163.65,745.77,4,0
539.84,0.0,105.35,434.49,0,1
671.32,0.2,136.32,535.0,1,1
814.71,0.8,106.76,707.95,4,0
580.31,0.2,83.14,497.18,1,1
580.42,0.0,115.68,464.74,0,0
669.73,0.2,127.16,542.56,1,0
1112.2,0.8,358.86,753.33,4,0
644.97,0.2,109.97,535.0,1,0
606.62,0.2,71.62,535.0,1,0
1272.67,1.2,295.62,977.05,6,0
978.06,0.6,264.73,713.33,3,1
981.27,0.4,345.76,635.51,2,0
769.86,0.6,139.73,630.13,3,0
856.75,0.4,213.68,643.08,2,0
1130.81,0.6,387.22,743.59,3,0
569.26,0.0,112.08,457.18,0,0
1029.16,0.6,346.08,683.08,3,0
1309.65,0.8,533.62,776.03,4,0
745.9,0.6,85.51,660.38,3,0
737.43,0.6,114.86,622.56,3,0
730.26,0.4,132.57,597.69,2,0
816.74,0.6,95.84,720.9,3,0
672.93,0.4,113.05,559.87,2,0
920.37,0.4,269.73,650.64,2,0
562.45,0.0,112.84,449.62,0,0
863.09,0.6,149.76,713.33,3,1
1106.04,0.6,453.22,652.82,3,0
535.73,0.2,61.24,474.49,1,0
1616.18,1.4,576.43,1039.74,7,0
721.41,0.6,61.03,660.38,3,1
441.31,0.0,29.51,411.79,0,0
502.33,0.0,67.84,434.49,0,0
1550.32,1.6,485.7,1064.62,8,1
668.8,0.2,118.68,550.13,1,0
855.32,0.6,172.24,683.08,3,1
525.27,0.0,98.35,426.92,0,0
702.12,0.4,104.43,597.69,2,0
882.14,0.4,322.27,559.87,2,1
603.97,0.2,129.49,474.49,1,0
755.48,0.2,197.78,557.69,1,0
1019.91,0.6,336.84,683.08,3,1
620.86,0.2,85.86,535.0,1,0
1796.51,1.6,747.03,1049.49,8,1
1130.92,0.8,370.03,760.9,4,0
936.59,0.6,253.51,683.08,3,1
522.51,0.0,88.03,434.49,0,1
635.0,0.2,100.0,535.0,1,0
545.95,0.0,111.46,434.49,0,0
440.5,0.0,28.7,411.79,0,0
1154.86,0.6,464.22,690.64,3,1
660.03,0.2,140.16,519.87,1,0
651.78,0.0,202.16,449.62,0,0
731.8,0.4,134.11,597.69,2,0
551.8,0.2,54.62,497.18,1,0
636.14,0.2,101.14,535.0,1,0
908.22,0.8,147.32,760.9,4,0
1311.65,0.6,583.19,728.46,3,1
1258.52,1.0,450.05,808.46,5,0
553.26,0.0,103.65,449.62,0,0
431.2,0.0,19.41,411.79,0,0
1067.43,1.0,198.46,868.97,5,1
842.33,0.4,214.38,627.95,2,0
822.65,0.4,202.27,620.38,2,0
1055.66,1.0,209.38,846.28,5,0
661.64,0.2,156.89,504.74,1,0
1533.09,1.2,571.16,961.92,6,1
970.86,0.4,335.35,635.51,2,0
991.81,0.8,208.22,783.59,4,0
796.16,0.4,153.08,643.08,2,0
923.74,0.8,125.03,798.72,4,1
