"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
865.24,0.8,142.16,723.08,4,0
941.02,1.0,170.38,770.64,5,1
1180.9,1.4,254.62,926.28,7,0
850.43,0.8,127.35,723.08,4,0
807.01,0.8,106.62,700.38,4,0
480.82,0.0,69.03,411.79,0,0
1111.59,1.4,155.05,956.54,7,0
791.08,0.6,176.08,615.0,3,0
1049.06,1.2,140.08,908.97,6,0
861.54,0.8,138.46,723.08,4,0
932.52,1.0,184.57,747.95,5,0
1216.33,1.6,166.84,1049.49,8,0
775.06,0.6,182.76,592.31,3,0
763.39,0.6,110.57,652.82,3,0
660.37,0.4,123.19,537.18,2,0
538.86,0.2,56.81,482.05,1,0
796.31,0.8,118.62,677.69,4,0
1015.52,1.0,214.62,800.9,5,0
1135.68,1.4,194.27,941.41,7,0
603.07,0.2,113.46,489.62,1,0
492.63,0.0,80.84,411.79,0,0
839.14,0.8,138.76,700.38,4,0
989.44,1.2,148.54,840.9,6,0
1052.8,1.2,166.51,886.28,6,0
999.51,1.2,128.35,871.15,6,0
1169.2,1.4,242.92,926.28,7,1
815.72,0.6,185.59,630.13,3,0
898.61,0.8,220.92,677.69,4,0
853.94,0.6,216.24,637.69,3,0
549.28,0.2,89.92,459.36,1,0
1059.39,1.2,120.16,939.23,6,0
884.07,0.8,145.86,738.21,4,0
966.59,1.0,135.43,831.15,5,1
1053.79,1.2,159.95,893.85,6,0
636.63,0.4,84.32,552.31,2,0
866.72,1.0,88.51,778.21,5,0
940.0,1.0,123.97,816.03,5,0
628.54,0.2,161.62,466.92,1,0
1101.91,1.4,130.24,971.67,7,0
920.13,0.8,204.62,715.51,4,1
462.51,0.0,73.41,389.1,0,0
902.04,1.0,123.84,778.21,5,0
781.76,0.6,121.38,660.38,3,0
580.78,0.2,98.73,482.05,1,0
1155.79,1.4,214.38,941.41,7,0
923.55,1.0,183.16,740.38,5,0
893.3,0.8,185.35,707.95,4,0
689.72,0.4,144.97,544.74,2,0
491.33,0.0,56.84,434.49,0,0
1054.66,1.2,168.38,886.28,6,0
741.81,0.4,166.81,575.0,2,0
606.25,0.2,146.89,459.36,1,0
813.08,0.6,190.51,622.56,3,0
1111.65,1.4,162.68,948.97,7,0
1108.86,1.4,152.32,956.54,7,0
1106.74,1.4,180.46,926.28,7,0
517.81,0.0,128.7,389.1,0,0
763.41,0.6,103.03,660.38,3,0
784.37,0.6,93.73,690.64,3,0
823.11,0.8,115.16,707.95,4,0
489.69,0.0,85.46,404.23,0,0
1047.55,1.2,161.27,886.28,6,0
550.41,0.2,91.05,459.36,1,0
898.51,1.0,127.86,770.64,5,0
466.45,0.0,77.35,389.1,0,0
610.85,0.2,98.54,512.31,1,0
1086.23,1.2,207.51,878.72,6,0
1157.86,1.4,186.19,971.67,7,0
964.57,1.0,163.68,800.9,5,0
997.9,1.0,212.14,785.77,5,0
1516.13,2.2,218.05,1298.08,11,0
962.03,1.0,206.51,755.51,5,0
502.17,0.0,75.24,426.92,0,0
688.12,0.4,143.38,544.74,2,0
829.85,0.8,152.16,677.69,4,0
600.21,0.2,118.16,482.05,1,0
718.49,0.6,58.11,660.38,3,0
977.49,1.0,176.59,800.9,5,0
832.54,0.8,109.46,723.08,4,0
556.81,0.2,82.32,474.49,1,0
939.41,1.0,146.08,793.33,5,0
499.74,0.0,87.95,411.79,0,0
1026.22,1.2,117.24,908.97,6,1
816.4,0.6,193.84,622.56,3,0
647.39,0.4,102.65,544.74,2,0
1146.38,1.4,197.41,948.97,7,0
676.65,0.4,101.65,575.0,2,0
492.28,0.0,88.05,404.23,0,0
483.17,0.0,56.24,426.92,0,0
1390.65,2.0,193.08,1197.56,10,1
707.21,0.4,170.03,537.18,2,0
685.39,0.4,133.08,552.31,2,0
1097.41,1.2,188.43,908.97,6,1
524.26,0.0,127.59,396.67,0,0
728.77,0.6,75.95,652.82,3,0
716.36,0.4,156.49,559.87,2,0
676.97,0.2,194.92,482.05,1,0
622.78,0.2,133.16,489.62,1,0
620.16,0.2,145.68,474.49,1,0
923.74,1.0,137.97,785.77,5,0
836.75,0.8,113.68,723.08,4,0
920.27,1.0,104.24,816.03,5,1
649.16,0.4,59.03,590.13,2,0
517.73,0.2,50.81,466.92,1,0
484.07,0.0,79.84,404.23,0,0
486.49,0.0,52.0,434.49,0,0
640.0,0.2,173.08,466.92,1,0
1202.16,1.4,245.62,956.54,7,0
1223.68,1.4,229.32,994.36,7,1
931.35,1.0,107.76,823.59,5,0
1062.81,1.2,146.27,916.54,6,1
1045.13,1.2,173.97,871.15,6,0
1429.3,2.0,239.3,1190.0,10,0
661.7,0.4,132.08,529.62,2,0
794.88,0.6,157.19,637.69,3,0
982.82,1.0,189.49,793.33,5,0
500.9,0.0,81.54,419.36,0,0
736.64,0.4,199.46,537.18,2,0
861.89,0.8,146.38,715.51,4,0
958.24,1.0,195.16,763.08,5,0
756.16,0.6,141.16,615.0,3,0
670.97,0.4,80.84,590.13,2,0
991.45,1.0,220.81,770.64,5,0
820.19,0.8,112.24,707.95,4,0
865.74,0.8,165.35,700.38,4,0
598.49,0.2,131.57,466.92,1,0
1128.77,1.4,141.97,986.79,7,1
