"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
676.6,0.4,109.16,567.44,2,0
1020.22,1.2,111.24,908.97,6,0
596.94,0.2,99.76,497.18,1,0
771.82,0.6,126.57,645.26,3,0
1223.05,1.6,173.57,1049.49,8,0
774.94,0.6,137.24,637.69,3,0
681.19,0.4,113.76,567.44,2,0
1318.44,1.8,176.0,1142.44,9,0
704.62,0.4,122.05,582.56,2,0
955.98,1.0,155.08,800.9,5,0
548.68,0.2,89.32,459.36,1,0
806.22,0.6,191.22,615.0,3,0
744.31,0.6,99.05,645.26,3,0
957.74,1.0,119.03,838.72,5,0
474.49,0.0,40.0,434.49,0,0
1121.95,1.4,172.97,948.97,7,0
1030.2,1.2,136.35,893.85,6,0
769.87,0.6,117.05,652.82,3,0
649.84,0.4,74.84,575.0,2,0
1240.43,1.6,183.38,1057.05,8,0
966.53,1.0,188.32,778.21,5,0
1123.22,1.4,181.81,941.41,7,0
762.68,0.6,94.73,667.95,3,0
1000.93,1.2,114.65,886.28,6,0
880.8,0.8,150.16,730.64,4,0
990.7,1.2,81.73,908.97,6,0
476.11,0.0,41.62,434.49,0,0
543.53,0.0,139.3,404.23,0,0
811.57,0.6,151.19,660.38,3,0
961.22,1.0,205.7,755.51,5,0
564.0,0.2,81.95,482.05,1,0
590.23,0.2,93.05,497.18,1,0
1348.76,1.8,266.84,1081.92,9,0
1014.93,1.2,128.65,886.28,6,0
669.24,0.2,194.76,474.49,1,0
665.22,0.4,90.22,575.0,2,0
679.55,0.4,127.24,552.31,2,0
1023.61,1.2,152.46,871.15,6,0
1251.28,1.6,224.49,1026.79,8,0
713.25,0.4,153.38,559.87,2,0
891.67,0.8,168.59,723.08,4,0
804.91,0.6,174.78,630.13,3,0
1088.2,1.4,154.35,933.85,7,0
905.12,1.0,119.35,785.77,5,0
658.85,0.4,106.54,552.31,2,0
964.86,1.0,194.22,770.64,5,0
721.13,0.4,183.95,537.18,2,0
565.17,0.2,98.24,466.92,1,0
661.39,0.4,101.51,559.87,2,0
1164.37,1.6,160.27,1004.1,8,0
779.45,0.6,141.76,637.69,3,0
1022.13,1.2,150.97,871.15,6,0
839.16,0.8,123.65,715.51,4,0
775.11,0.6,167.68,607.44,3,0
1619.73,2.4,296.78,1322.95,12,0
821.23,0.8,143.54,677.69,4,0
742.0,0.6,127.0,615.0,3,0
866.61,0.8,135.97,730.64,4,0
563.29,0.2,81.24,482.05,1,0
564.12,0.2,104.76,459.36,1,0
994.95,1.0,201.62,793.33,5,0
1200.26,1.6,188.59,1011.67,8,0
470.71,0.0,58.92,411.79,0,0
473.04,0.0,68.81,404.23,0,0
548.04,0.2,96.24,451.79,1,0
945.68,1.0,152.35,793.33,5,0
782.9,0.6,130.08,652.82,3,0
900.45,1.0,122.24,778.21,5,0
1378.49,2.0,188.49,1190.0,10,0
1517.89,2.0,267.38,1250.51,10,0
821.59,0.6,199.03,622.56,3,0
799.96,0.6,154.7,645.26,3,0
937.07,1.0,98.35,838.72,5,0
1033.73,1.2,124.76,908.97,6,0
849.71,0.8,141.76,707.95,4,0
701.27,0.4,126.27,575.0,2,0
849.09,0.8,156.27,692.82,4,0
677.44,0.4,117.57,559.87,2,0
737.18,0.6,91.92,645.26,3,0
1106.18,1.2,182.08,924.1,6,0
779.86,0.6,157.3,622.56,3,0
970.18,1.0,191.97,778.21,5,0
954.15,1.0,168.38,785.77,5,0
656.5,0.4,111.76,544.74,2,0
996.53,1.0,218.32,778.21,5,0
779.12,0.6,133.86,645.26,3,0
550.69,0.2,53.51,497.18,1,0
1151.11,1.4,209.7,941.41,7,0
1090.21,1.2,226.62,863.59,6,0
949.93,1.0,164.16,785.77,5,0
773.72,0.6,128.46,645.26,3,0
701.21,0.4,111.08,590.13,2,0
956.67,1.0,140.65,816.03,5,0
882.3,0.8,166.78,715.51,4,0
873.91,0.8,143.27,730.64,4,0
748.62,0.6,126.05,622.56,3,0
810.77,0.8,117.95,692.82,4,0
907.99,0.8,177.35,730.64,4,0
1164.83,1.6,153.16,1011.67,8,0
896.72,0.8,158.51,738.21,4,0
894.95,0.8,187.0,707.95,4,0
475.29,0.0,78.62,396.67,0,0
817.93,0.8,117.54,700.38,4,0
551.87,0.2,84.95,466.92,1,0
678.53,0.4,133.78,544.74,2,0
759.26,0.6,121.57,637.69,3,0
1022.88,1.2,144.16,878.72,6,0
863.95,0.8,163.57,700.38,4,0
478.44,0.0,51.51,426.92,0,0
888.34,1.0,110.14,778.21,5,0
743.24,0.6,120.68,622.56,3,0
1120.67,1.2,204.14,916.54,6,0
923.38,0.8,207.86,715.51,4,0
1214.05,1.6,202.38,1011.67,8,0
970.11,1.0,169.22,800.9,5,0
491.63,0.0,79.84,411.79,0,0
939.49,1.0,199.11,740.38,5,0
773.71,0.8,73.32,700.38,4,0
585.89,0.2,103.84,482.05,1,0
589.09,0.2,122.16,466.92,1,0
894.82,0.8,194.43,700.38,4,0
860.55,0.6,207.73,652.82,3,0
458.99,0.0,62.32,396.67,0,0
1001.94,1.2,145.92,856.03,6,0
531.79,0.0,104.86,426.92,0,0
856.13,0.8,133.05,723.08,4,0
794.36,0.6,149.11,645.26,3,0
670.12,0.4,125.38,544.74,2,0
1132.7,1.4,176.16,956.54,7,0
513.04,0.0,101.24,411.79,0,0
467.73,0.0,40.81,426.92,0,0
773.52,0.6,113.14,660.38,3,0
1097.49,1.4,163.65,933.85,7,0
1100.44,1.2,206.59,893.85,6,0
514.23,0.0,117.57,396.67,0,0
858.19,0.8,142.68,715.51,4,0
734.61,0.4,144.49,590.13,2,0
926.29,1.0,95.14,831.15,5,0
891.56,0.8,168.49,723.08,4,0
824.99,0.6,179.73,645.26,3,0
963.31,1.0,169.97,793.33,5,0
621.01,0.2,116.27,504.74,1,0
950.78,0.8,235.27,715.51,4,0
810.51,0.8,87.43,723.08,4,0
948.28,1.0,147.38,800.9,5,0
597.24,0.2,122.76,474.49,1,0
769.61,0.6,124.35,645.26,3,0
635.15,0.4,82.84,552.31,2,0
495.83,0.0,46.22,449.62,0,0
676.36,0.4,124.05,552.31,2,0
828.63,0.6,228.76,599.87,3,0
817.39,0.6,172.14,645.26,3,0
890.03,0.8,182.08,707.95,4,0
780.77,0.6,127.95,652.82,3,0
810.35,0.6,202.92,607.44,3,0
1179.27,1.4,230.3,948.97,7,0
1095.64,1.2,232.05,863.59,6,0
1358.09,1.8,238.35,1119.74,9,0
765.88,0.6,135.76,630.13,3,0
462.75,0.0,20.7,442.05,0,0
943.41,1.0,150.08,793.33,5,0
1119.95,1.2,226.11,893.85,6,0
1101.25,1.2,207.41,893.85,6,0
879.06,0.8,118.16,760.9,4,0
651.94,0.4,114.76,537.18,2,0
1201.8,1.6,182.57,1019.23,8,0
772.5,0.6,127.24,645.26,3,0
783.38,0.6,168.38,615.0,3,0
1004.07,1.0,172.92,831.15,5,0
1177.97,1.4,229.0,948.97,7,0
