"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
1104.53,1.4,185.81,918.72,7,1
689.45,0.4,91.76,597.69,2,0
462.28,0.0,42.92,419.36,0,0
729.69,0.6,84.43,645.26,3,0
915.28,0.8,154.38,760.9,4,0
932.27,0.8,148.68,783.59,4,0
855.95,0.6,135.05,720.9,3,0
1007.43,1.2,158.97,848.46,6,1
906.6,0.6,178.14,728.46,3,1
710.31,0.4,105.05,605.26,2,0
996.38,1.0,134.97,861.41,5,0
817.54,0.4,182.03,635.51,2,0
738.34,0.4,133.08,605.26,2,1
