"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
941.25,1.0,140.35,800.9,5,0
960.45,1.0,136.86,823.59,5,0
952.19,1.2,103.73,848.46,6,0
468.49,0.0,34.0,434.49,0,0
914.09,0.8,153.19,760.9,4,0
666.96,0.4,129.78,537.18,2,0
1117.78,1.4,153.68,964.1,7,0
706.58,0.6,61.32,645.26,3,0
766.11,0.6,105.73,660.38,3,0
1457.79,2.0,275.35,1182.44,10,1
1034.59,1.2,102.92,931.67,6,0
879.25,0.8,171.3,707.95,4,0
463.91,0.0,67.24,396.67,0,0
645.33,0.4,93.03,552.31,2,0
585.1,0.2,87.92,497.18,1,0
716.91,0.4,126.78,590.13,2,0
587.31,0.2,90.14,497.18,1,0
980.14,1.2,139.24,840.9,6,0
1010.21,1.2,139.05,871.15,6,0
1286.6,1.8,197.11,1089.49,9,0
953.43,1.2,89.84,863.59,6,0
878.66,0.8,140.46,738.21,4,0
1091.06,1.4,149.65,941.41,7,0
670.71,0.4,103.27,567.44,2,0
634.92,0.4,112.86,522.05,2,0
563.96,0.2,59.22,504.74,1,0
1138.02,1.6,126.35,1011.67,8,0
931.09,1.0,137.76,793.33,5,0
768.29,0.6,138.16,630.13,3,0
814.22,0.8,113.84,700.38,4,0
1033.7,1.2,177.68,856.03,6,0
876.86,0.6,193.78,683.08,3,0
979.77,1.2,161.57,818.21,6,0
921.23,1.0,135.46,785.77,5,0
704.43,0.4,129.43,575.0,2,0
742.0,0.6,58.92,683.08,3,0
688.29,0.4,151.11,537.18,2,0
837.34,0.6,199.65,637.69,3,0
1043.27,1.0,174.3,868.97,5,0
543.78,0.2,61.73,482.05,1,0
456.18,0.0,59.51,396.67,0,0
583.37,0.2,93.76,489.62,1,0
629.56,0.2,132.38,497.18,1,0
892.19,0.8,169.11,723.08,4,0
753.41,0.6,145.97,607.44,3,0
1213.46,1.6,163.97,1049.49,8,0
1285.35,1.8,188.3,1097.05,9,0
482.67,0.0,93.57,389.1,0,0
808.23,0.6,155.41,652.82,3,0
631.46,0.4,64.03,567.44,2,0
803.86,0.8,88.35,715.51,4,0
907.04,1.0,121.27,785.77,5,0
744.47,0.6,91.65,652.82,3,0
862.07,0.8,123.86,738.21,4,0
946.36,1.0,145.46,800.9,5,0
898.98,1.0,90.51,808.46,5,0
899.01,1.0,113.24,785.77,5,0
658.91,0.4,129.3,529.62,2,0
969.83,1.0,138.68,831.15,5,0
1076.57,1.4,120.03,956.54,7,1
801.6,0.8,101.22,700.38,4,0
817.04,0.6,164.22,652.82,3,0
770.95,0.6,103.0,667.95,3,0
634.89,0.4,112.84,522.05,2,0
871.28,0.8,117.95,753.33,4,0
1149.55,1.4,215.7,933.85,7,0
721.7,0.6,99.14,622.56,3,0
552.14,0.2,77.65,474.49,1,0
550.73,0.2,76.24,474.49,1,0
757.98,0.6,105.16,652.82,3,0
599.73,0.2,117.68,482.05,1,0
762.66,0.6,109.84,652.82,3,0
934.72,1.0,111.14,823.59,5,0
1027.32,1.2,171.3,856.03,6,0
1241.87,1.6,139.43,1102.44,8,0
1228.03,1.6,239.05,988.97,8,0
798.67,0.6,123.16,675.51,3,0
732.29,0.6,109.73,622.56,3,0
630.79,0.4,70.92,559.87,2,0
857.81,0.8,149.86,707.95,4,0
720.1,0.6,97.54,622.56,3,0
1036.54,1.0,212.95,823.59,5,0
810.59,0.6,188.03,622.56,3,0
759.84,0.6,152.41,607.44,3,0
765.94,0.6,143.38,622.56,3,0
599.18,0.2,94.43,504.74,1,0
444.53,0.0,55.43,389.1,0,0
874.89,1.0,126.95,747.95,5,0
858.16,0.8,135.08,723.08,4,0
924.32,1.0,153.68,770.64,5,0
1121.85,1.4,135.05,986.79,7,0
769.2,0.6,123.95,645.26,3,0
500.22,0.0,65.73,434.49,0,0
1173.23,1.6,161.57,1011.67,8,1
657.82,0.4,97.95,559.87,2,0
525.46,0.2,43.41,482.05,1,0
896.51,0.8,105.35,791.15,4,0
832.59,0.8,101.95,730.64,4,0
536.76,0.2,69.84,466.92,1,0
812.19,0.8,104.24,707.95,4,0
1005.54,1.2,141.95,863.59,6,0
573.65,0.2,99.16,474.49,1,0
814.12,0.6,108.35,705.77,3,0
913.72,1.0,143.08,770.64,5,0
859.23,0.8,113.46,745.77,4,0
835.0,0.8,111.92,723.08,4,0
486.11,0.0,51.62,434.49,0,0
480.41,0.0,45.92,434.49,0,0
621.16,0.2,71.03,550.13,1,0
1217.35,1.6,167.86,1049.49,8,0
1217.09,1.6,175.16,1041.92,8,1
457.21,0.0,68.11,389.1,0,0
1045.4,1.2,181.81,863.59,6,1
554.75,0.2,65.14,489.62,1,0
561.98,0.2,95.05,466.92,1,0
611.66,0.2,99.35,512.31,1,0
783.2,0.6,130.38,652.82,3,0
707.48,0.6,84.92,622.56,3,0
747.67,0.6,57.03,690.64,3,0
1133.43,1.4,176.89,956.54,7,0
667.44,0.4,107.57,559.87,2,0
698.84,0.6,83.84,615.0,3,0
511.33,0.0,76.84,434.49,0,0
655.94,0.4,65.81,590.13,2,0
724.33,0.4,103.95,620.38,2,0
472.49,0.0,38.0,434.49,0,0
892.55,0.8,146.78,745.77,4,0
846.23,0.8,160.97,685.26,4,0
816.85,0.8,139.16,677.69,4,0
953.12,1.0,159.78,793.33,5,0
727.23,0.6,89.54,637.69,3,0
961.89,1.0,145.86,816.03,5,0
1395.77,2.2,135.51,1260.26,11,0
788.45,0.6,158.32,630.13,3,0
832.14,0.6,164.19,667.95,3,0
781.99,0.6,144.3,637.69,3,0
484.0,0.0,49.51,434.49,0,0
510.34,0.0,113.68,396.67,0,0
1029.95,1.2,181.49,848.46,6,0
1170.59,1.6,174.05,996.54,8,0
1217.92,1.6,160.86,1057.05,8,0
958.12,1.0,179.92,778.21,5,1
1136.89,1.4,172.78,964.1,7,0
1005.35,1.2,141.76,863.59,6,1
1095.82,1.4,161.97,933.85,7,0
708.66,0.4,163.92,544.74,2,0
854.46,0.6,186.51,667.95,3,0
