"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
648.75,0.4,111.57,537.18,2,0
966.06,1.0,157.59,808.46,5,0
621.51,0.4,46.51,575.0,2,0
866.95,0.8,106.05,760.9,4,0
818.24,0.8,102.73,715.51,4,0
833.07,0.6,202.95,630.13,3,0
765.3,0.6,97.35,667.95,3,0
557.36,0.0,138.0,419.36,0,0
476.98,0.0,57.62,419.36,0,0
783.61,0.6,153.49,630.13,3,0
1038.69,1.2,107.03,931.67,6,0
735.66,0.6,82.84,652.82,3,0
467.53,0.0,78.43,389.1,0,0
1026.65,1.2,125.24,901.41,6,0
1165.79,1.4,216.81,948.97,7,0
756.38,0.6,88.43,667.95,3,0
678.6,0.4,118.73,559.87,2,0
848.37,0.8,110.16,738.21,4,0
935.55,1.0,149.78,785.77,5,0
992.04,1.2,113.32,878.72,6,0
486.43,0.0,36.81,449.62,0,0
837.49,0.6,177.11,660.38,3,0
876.55,0.8,130.78,745.77,4,0
1126.36,1.4,192.51,933.85,7,0
632.67,0.4,50.11,582.56,2,0
573.45,0.2,83.84,489.62,1,0
1192.71,1.4,205.92,986.79,7,0
990.66,1.2,111.95,878.72,6,0
846.66,0.8,161.41,685.26,4,0
492.13,0.0,95.46,396.67,0,0
742.52,0.6,82.14,660.38,3,0
571.92,0.2,97.43,474.49,1,0
942.99,1.0,164.78,778.21,5,0
577.1,0.2,79.92,497.18,1,0
1036.48,1.2,172.89,863.59,6,0
847.1,0.8,116.46,730.64,4,0
804.8,0.6,167.11,637.69,3,0
737.91,0.6,92.65,645.26,3,0
704.62,0.6,89.62,615.0,3,0
1057.43,1.2,148.46,908.97,6,0
747.91,0.6,102.65,645.26,3,0
808.87,0.8,116.05,692.82,4,0
986.45,1.2,107.73,878.72,6,0
1373.29,2.0,168.16,1205.13,10,0
950.71,1.0,157.38,793.33,5,0
1044.95,1.2,135.97,908.97,6,0
849.73,0.8,126.65,723.08,4,0
913.18,1.0,134.97,778.21,5,0
1582.26,2.4,236.62,1345.64,12,0
554.93,0.2,95.57,459.36,1,0
747.53,0.6,109.84,637.69,3,0
699.28,0.4,94.03,605.26,2,0
728.04,0.6,75.22,652.82,3,0
852.12,0.8,159.3,692.82,4,0
878.2,0.6,172.43,705.77,3,0
1269.29,1.6,197.11,1072.18,8,0
601.12,0.2,81.24,519.87,1,0
464.92,0.0,38.0,426.92,0,0
585.44,0.2,58.0,527.44,1,0
816.54,0.6,148.59,667.95,3,0
841.19,0.8,125.68,715.51,4,0
901.89,1.0,93.43,808.46,5,0
971.84,1.0,163.38,808.46,5,0
1403.7,2.0,266.65,1137.05,10,0
776.85,0.6,139.16,637.69,3,0
816.59,0.6,141.08,675.51,3,0
655.09,0.4,110.35,544.74,2,0
757.86,0.6,142.86,615.0,3,0
755.31,0.6,110.05,645.26,3,0
890.21,0.8,106.62,783.59,4,0
888.18,0.8,149.97,738.21,4,0
856.47,0.8,103.14,753.33,4,0
915.89,1.0,107.43,808.46,5,0
878.13,0.8,147.49,730.64,4,0
776.51,0.6,161.51,615.0,3,0
1222.34,1.6,150.16,1072.18,8,0
1252.74,1.8,125.43,1127.31,9,0
711.07,0.6,65.81,645.26,3,0
969.08,1.0,145.49,823.59,5,0
704.34,0.6,74.22,630.13,3,0
785.76,0.8,77.81,707.95,4,0
816.25,0.8,123.43,692.82,4,0
1159.49,1.2,258.08,901.41,6,0
527.23,0.2,75.43,451.79,1,0
559.71,0.2,47.41,512.31,1,0
773.47,0.6,120.65,652.82,3,0
739.59,0.6,109.46,630.13,3,0
811.48,0.6,188.92,622.56,3,0
727.23,0.4,121.97,605.26,2,0
1014.47,1.2,135.76,878.72,6,0
1001.61,1.2,130.46,871.15,6,0
792.57,0.8,84.62,707.95,4,0
1379.76,2.0,204.89,1174.87,10,0
687.98,0.4,135.68,552.31,2,0
737.96,0.6,85.14,652.82,3,0
667.94,0.4,77.81,590.13,2,0
841.97,0.8,126.46,715.51,4,0
543.33,0.2,68.84,474.49,1,0
913.86,1.0,158.35,755.51,5,0
592.1,0.2,94.92,497.18,1,0
926.58,1.0,148.38,778.21,5,0
897.56,1.0,119.35,778.21,5,0
625.57,0.4,65.7,559.87,2,0
894.56,1.0,116.35,778.21,5,0
832.79,0.8,124.84,707.95,4,0
847.75,0.8,109.54,738.21,4,0
688.13,0.4,105.57,582.56,2,0
1137.07,1.4,150.27,986.79,7,0
761.74,0.6,101.35,660.38,3,0
443.34,0.0,39.11,404.23,0,0
982.92,1.0,166.89,816.03,5,0
661.38,0.4,93.95,567.44,2,0
441.2,0.0,29.41,411.79,0,0
584.38,0.2,117.46,466.92,1,0
721.91,0.4,131.78,590.13,2,0
1014.45,1.2,135.73,878.72,6,0
543.94,0.2,54.32,489.62,1,0
1009.98,1.2,169.08,840.9,6,0
469.47,0.0,50.11,419.36,0,0
776.22,0.6,115.84,660.38,3,0
991.92,1.0,191.03,800.9,5,0
593.13,0.2,111.08,482.05,1,0
741.95,0.6,126.95,615.0,3,0
673.94,0.4,83.81,590.13,2,0
466.61,0.0,54.81,411.79,0,0
527.16,0.0,77.54,449.62,0,0
1279.5,1.8,159.76,1119.74,9,0
880.43,1.0,117.35,763.08,5,0
654.03,0.4,79.03,575.0,2,0
800.68,0.8,92.73,707.95,4,0
464.48,0.0,67.81,396.67,0,0
668.65,0.4,93.65,575.0,2,0
591.61,0.2,94.43,497.18,1,0
785.13,0.6,155.0,630.13,3,0
689.53,0.6,59.41,630.13,3,0
500.27,0.0,58.22,442.05,0,0
916.81,0.8,193.73,723.08,4,0
514.92,0.2,48.0,466.92,1,0
510.01,0.0,90.65,419.36,0,0
767.27,0.6,99.32,667.95,3,0
782.64,0.6,84.43,698.21,3,0
679.08,0.4,111.65,567.44,2,0
489.56,0.0,47.51,442.05,0,0
998.65,1.0,182.62,816.03,5,0
1011.28,1.2,185.51,825.77,6,0
724.51,0.4,149.51,575.0,2,0
943.21,1.0,112.05,831.15,5,0
485.93,0.0,74.14,411.79,0,0
692.46,0.4,117.46,575.0,2,0
1053.03,1.2,144.05,908.97,6,0
540.2,0.2,80.84,459.36,1,0
838.74,0.8,153.49,685.26,4,0
833.19,0.8,125.24,707.95,4,0
477.89,0.0,43.41,434.49,0,0
1035.82,1.2,141.97,893.85,6,0
1179.1,1.4,215.0,964.1,7,0
1004.4,1.2,133.24,871.15,6,0
977.03,1.2,136.14,840.9,6,0
576.21,0.2,94.16,482.05,1,0
902.17,0.8,156.41,745.77,4,0
835.02,0.8,111.95,723.08,4,0
919.01,1.0,133.24,785.77,5,0
778.98,0.6,126.16,652.82,3,0
1049.07,1.2,177.92,871.15,6,0
