"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
867.52,0.4,239.57,627.95,2,0
783.05,0.6,160.49,622.56,3,0
717.64,0.4,119.95,597.69,2,0
1179.3,1.2,217.38,961.92,6,0
640.54,0.2,105.54,535.0,1,0
799.41,0.4,171.46,627.95,2,0
532.33,0.2,57.84,474.49,1,0
636.11,0.2,101.11,535.0,1,0
575.1,0.2,77.92,497.18,1,0
450.5,0.0,38.7,411.79,0,0
765.07,0.4,159.81,605.26,2,0
1029.89,1.0,206.3,823.59,5,0
782.89,0.4,147.38,635.51,2,0
866.38,0.6,190.86,675.51,3,0
955.31,0.8,201.97,753.33,4,0
1089.16,1.0,280.7,808.46,5,0
1620.84,1.6,571.35,1049.49,8,0
1115.96,0.6,417.76,698.21,3,0
1178.02,0.8,439.81,738.21,4,0
819.53,0.4,214.27,605.26,2,0
442.76,0.0,23.41,419.36,0,0
856.27,0.6,120.24,736.03,3,0
1013.09,0.6,307.32,705.77,3,0
1110.99,0.6,412.78,698.21,3,0
1019.79,0.8,198.38,821.41,4,0
1073.97,0.6,337.95,736.03,3,0
614.32,0.2,79.32,535.0,1,0
945.53,0.4,287.32,658.21,2,0
1239.58,1.2,292.78,946.79,6,0
587.41,0.0,152.92,434.49,0,0
923.74,0.8,125.03,798.72,4,0
