"Total_Cost","Ratio_Reloc_Prod","Horiz_Cost","Vert_Cost","nReloc","non_Optimal"
781.4,0.6,98.32,683.08,3,0
775.71,0.4,162.89,612.82,2,0
763.17,0.4,142.78,620.38,2,0
791.36,0.6,78.03,713.33,3,1
526.22,0.0,91.73,434.49,0,0
974.82,1.0,173.92,800.9,5,0
937.81,1.0,114.22,823.59,5,0
1192.98,1.4,198.62,994.36,7,1
550.37,0.0,85.62,464.74,0,0
661.0,0.4,93.57,567.44,2,0
1003.79,1.2,109.95,893.85,6,0
912.61,0.8,106.32,806.28,4,0
811.84,0.4,183.89,627.95,2,0
440.2,0.0,28.41,411.79,0,0
577.37,0.0,127.76,449.62,0,0
928.42,0.8,122.14,806.28,4,0
806.56,0.6,123.49,683.08,3,0
846.84,0.6,178.89,667.95,3,0
1029.14,1.0,160.16,868.97,5,0
981.32,1.0,150.16,831.15,5,0
1116.86,1.0,293.27,823.59,5,0
884.4,0.6,148.38,736.03,3,0
724.54,0.4,89.03,635.51,2,0
1074.18,0.8,275.46,798.72,4,0
799.21,0.6,116.14,683.08,3,0
658.02,0.2,115.46,542.56,1,0
753.13,0.4,117.62,635.51,2,0
1164.15,1.4,177.35,986.79,7,1
737.33,0.4,116.95,620.38,2,1
820.11,0.6,144.59,675.51,3,0
778.8,0.6,133.54,645.26,3,0
985.0,1.0,168.97,816.03,5,0
1137.93,1.0,238.7,899.23,5,0
636.95,0.2,101.95,535.0,1,0
991.05,0.8,199.89,791.15,4,1
691.68,0.4,63.73,627.95,2,0
545.83,0.0,88.65,457.18,0,0
804.52,0.4,184.14,620.38,2,0
834.93,0.4,176.73,658.21,2,0
1138.44,1.2,237.03,901.41,6,0
681.56,0.2,123.86,557.69,1,0
460.06,0.0,40.7,419.36,0,0
657.65,0.2,122.65,535.0,1,0
957.77,1.0,119.05,838.72,5,1
682.75,0.4,85.05,597.69,2,0
712.61,0.2,147.35,565.26,1,0
1132.98,1.2,186.19,946.79,6,0
1068.22,0.8,254.38,813.85,4,1
887.82,0.6,174.49,713.33,3,1
803.32,0.4,152.68,650.64,2,0
691.89,0.2,156.89,535.0,1,0
642.69,0.2,130.38,512.31,1,0
752.8,0.4,102.16,650.64,2,0
854.2,0.8,108.43,745.77,4,1
893.44,0.6,180.11,713.33,3,0
754.39,0.2,189.14,565.26,1,0
747.98,0.6,80.03,667.95,3,0
1076.56,1.0,237.84,838.72,5,1
823.02,0.4,172.38,650.64,2,0
959.31,0.8,213.54,745.77,4,0
1032.72,1.0,194.0,838.72,5,1
652.59,0.2,110.03,542.56,1,0
773.04,0.4,160.22,612.82,2,0
782.02,0.6,98.95,683.08,3,1
881.13,0.8,97.54,783.59,4,0
901.19,0.6,180.3,720.9,3,0
1104.8,0.8,306.08,798.72,4,0
980.55,0.8,174.27,806.28,4,0
634.0,0.2,91.43,542.56,1,0
566.4,0.2,84.35,482.05,1,0
712.56,0.4,114.86,597.69,2,0
596.11,0.2,61.11,535.0,1,0
764.83,0.6,81.76,683.08,3,0
666.27,0.2,131.27,535.0,1,0
1100.66,1.2,206.81,893.85,6,1
870.49,0.6,134.46,736.03,3,0
787.54,0.6,112.03,675.51,3,0
885.66,0.6,179.89,705.77,3,0
649.05,0.2,98.92,550.13,1,0
603.6,0.2,83.73,519.87,1,0
647.1,0.4,64.54,582.56,2,0
676.81,0.4,94.24,582.56,2,0
909.12,0.6,210.92,698.21,3,0
677.81,0.2,142.81,535.0,1,0
592.67,0.0,135.49,457.18,0,0
658.31,0.2,93.05,565.26,1,0
598.03,0.2,63.03,535.0,1,0
828.52,0.6,100.05,728.46,3,0
892.52,0.6,171.62,720.9,3,0
672.4,0.4,89.84,582.56,2,0
928.23,0.8,174.89,753.33,4,0
775.76,0.4,155.38,620.38,2,0
768.33,0.4,140.38,627.95,2,0
540.85,0.0,76.11,464.74,0,0
763.1,0.4,180.54,582.56,2,0
695.62,0.4,60.11,635.51,2,0
609.81,0.2,74.81,535.0,1,0
619.56,0.2,122.38,497.18,1,0
718.24,0.2,168.11,550.13,1,0
739.34,0.4,81.14,658.21,2,0
723.33,0.4,102.95,620.38,2,0
814.04,0.6,115.84,698.21,3,0
513.08,0.0,71.03,442.05,0,0
945.85,1.0,107.14,838.72,5,1
802.83,0.4,205.14,597.69,2,0
637.77,0.2,140.59,497.18,1,0
961.08,1.0,137.49,823.59,5,0
591.19,0.2,48.62,542.56,1,0
474.28,0.0,54.92,419.36,0,0
454.71,0.0,42.92,411.79,0,0
894.75,0.8,171.68,723.08,4,0
666.38,0.2,131.38,535.0,1,0
753.95,0.6,86.0,667.95,3,1
693.47,0.4,133.59,559.87,2,1
750.6,0.6,90.22,660.38,3,0
598.96,0.2,94.22,504.74,1,0
716.82,0.2,151.57,565.26,1,0
660.82,0.4,100.95,559.87,2,0
627.77,0.2,130.59,497.18,1,1
564.11,0.2,29.11,535.0,1,0
874.44,0.6,161.11,713.33,3,0
777.95,0.6,117.57,660.38,3,1
663.19,0.2,120.62,542.56,1,1
694.19,0.4,126.76,567.44,2,0
639.11,0.2,104.11,535.0,1,0
618.46,0.2,91.03,527.44,1,0
444.5,0.0,32.7,411.79,0,0
845.59,0.6,162.51,683.08,3,0
813.28,0.6,168.03,645.26,3,0
969.08,0.8,200.62,768.46,4,1
790.08,0.6,114.57,675.51,3,0
807.26,0.6,116.62,690.64,3,1
518.02,0.0,68.41,449.62,0,0
781.03,0.4,153.08,627.95,2,0
838.09,0.6,124.76,713.33,3,1
893.09,0.6,187.32,705.77,3,0
802.83,0.4,152.19,650.64,2,0
524.91,0.0,67.73,457.18,0,0
943.64,0.8,160.05,783.59,4,0
940.68,0.8,179.78,760.9,4,0
676.35,0.2,141.35,535.0,1,0
686.53,0.2,121.27,565.26,1,0
687.16,0.4,112.16,575.0,2,0
1046.62,1.2,137.65,908.97,6,1
542.16,0.0,92.54,449.62,0,0
880.14,0.8,111.68,768.46,4,0
868.56,0.6,177.92,690.64,3,0
1089.88,1.2,218.73,871.15,6,1
